season_id|player_id|player_name|game_id|game_date|matchup|wl|fgm|fga|fg_pct
22018|203932|Aaron Gordon|0021800864|FEB 14, 2019|ORL vs. CHA|W|4|17|0.235
22018|203932|Aaron Gordon|0021800851|FEB 12, 2019|ORL @ NOP|W|6|10|0.6
22018|203932|Aaron Gordon|0021800837|FEB 10, 2019|ORL @ ATL|W|4|9|0.444
22018|203932|Aaron Gordon|0021800833|FEB 09, 2019|ORL @ MIL|W|6|15|0.4
22018|203932|Aaron Gordon|0021800812|FEB 07, 2019|ORL vs. MIN|W|5|13|0.385
22018|203932|Aaron Gordon|0021800802|FEB 05, 2019|ORL @ OKC|L|6|11|0.545
22018|203932|Aaron Gordon|0021800777|FEB 02, 2019|ORL vs. BKN|W|6|17|0.353
22018|203932|Aaron Gordon|0021800765|JAN 31, 2019|ORL vs. IND|W|4|9|0.444
22018|203932|Aaron Gordon|0021800751|JAN 29, 2019|ORL vs. OKC|L|6|19|0.316
22018|203932|Aaron Gordon|0021800737|JAN 27, 2019|ORL @ HOU|L|9|18|0.5
22018|203932|Aaron Gordon|0021800720|JAN 25, 2019|ORL vs. WAS|L|8|16|0.5
22018|203932|Aaron Gordon|0021800708|JAN 23, 2019|ORL @ BKN|L|5|9|0.556
22018|203932|Aaron Gordon|0021800673|JAN 18, 2019|ORL vs. BKN|L|9|13|0.692
22018|203932|Aaron Gordon|0021800657|JAN 16, 2019|ORL @ DET|L|5|11|0.455
22018|203932|Aaron Gordon|0021800641|JAN 13, 2019|ORL vs. HOU|W|8|15|0.533
22018|203932|Aaron Gordon|0021800632|JAN 12, 2019|ORL vs. BOS|W|7|14|0.5
22018|203932|Aaron Gordon|0021800614|JAN 09, 2019|ORL @ UTA|L|7|17|0.412
22018|203932|Aaron Gordon|0021800598|JAN 07, 2019|ORL @ SAC|L|3|13|0.231
22018|203932|Aaron Gordon|0021800586|JAN 06, 2019|ORL @ LAC|L|5|17|0.294
22018|203932|Aaron Gordon|0021800571|JAN 04, 2019|ORL @ MIN|L|4|8|0.5
22018|203932|Aaron Gordon|0021800559|JAN 02, 2019|ORL @ CHI|W|8|14|0.571
22018|203932|Aaron Gordon|0021800543|DEC 31, 2018|ORL @ CHA|L|6|17|0.353
22018|203932|Aaron Gordon|0021800536|DEC 30, 2018|ORL vs. DET|W|8|15|0.533
22018|203932|Aaron Gordon|0021800519|DEC 28, 2018|ORL vs. TOR|W|3|6|0.5
22018|203932|Aaron Gordon|0021800503|DEC 26, 2018|ORL vs. PHX|L|5|10|0.5
22018|203932|Aaron Gordon|0021800491|DEC 23, 2018|ORL vs. MIA|L|4|7|0.571
22018|203932|Aaron Gordon|0021800474|DEC 21, 2018|ORL @ CHI|L|4|17|0.235
22018|203932|Aaron Gordon|0021800456|DEC 19, 2018|ORL vs. SAS|L|4|10|0.4
22018|203932|Aaron Gordon|0021800429|DEC 15, 2018|ORL vs. UTA|W|3|7|0.429
22018|203932|Aaron Gordon|0021800418|DEC 13, 2018|ORL vs. CHI|W|2|11|0.182
22018|203932|Aaron Gordon|0021800397|DEC 10, 2018|ORL @ DAL|L|4|15|0.267
22018|203932|Aaron Gordon|0021800370|DEC 07, 2018|ORL vs. IND|L|8|18|0.444
22018|203932|Aaron Gordon|0021800356|DEC 05, 2018|ORL vs. DEN|L|8|19|0.421
22018|203932|Aaron Gordon|0021800351|DEC 04, 2018|ORL @ MIA|W|7|16|0.438
22018|203932|Aaron Gordon|0021800327|NOV 30, 2018|ORL @ PHX|W|8|12|0.667
22018|203932|Aaron Gordon|0021800300|NOV 26, 2018|ORL @ GSW|L|0|6|0.0
22018|203932|Aaron Gordon|0021800286|NOV 25, 2018|ORL @ LAL|W|8|14|0.571
22018|203932|Aaron Gordon|0021800276|NOV 23, 2018|ORL @ DEN|L|5|11|0.455
22018|203932|Aaron Gordon|0021800248|NOV 20, 2018|ORL vs. TOR|L|5|15|0.333
22018|203932|Aaron Gordon|0021800236|NOV 18, 2018|ORL vs. NYK|W|13|17|0.765
22018|203932|Aaron Gordon|0021800227|NOV 17, 2018|ORL vs. LAL|W|5|13|0.385
22018|203932|Aaron Gordon|0021800202|NOV 14, 2018|ORL vs. PHI|W|7|13|0.538
22018|203932|Aaron Gordon|0021800190|NOV 12, 2018|ORL @ WAS|L|8|13|0.615
22018|203932|Aaron Gordon|0021800167|NOV 09, 2018|ORL vs. WAS|W|6|14|0.429
22018|203932|Aaron Gordon|0021800154|NOV 07, 2018|ORL vs. DET|L|7|15|0.467
22018|203932|Aaron Gordon|0021800142|NOV 05, 2018|ORL vs. CLE|W|9|15|0.6
22018|203932|Aaron Gordon|0021800137|NOV 04, 2018|ORL @ SAS|W|11|20|0.55
22018|203932|Aaron Gordon|0021800117|NOV 02, 2018|ORL vs. LAC|L|2|5|0.4
22018|203932|Aaron Gordon|0021800098|OCT 30, 2018|ORL vs. SAC|L|7|15|0.467
22018|203932|Aaron Gordon|0021800081|OCT 27, 2018|ORL @ MIL|L|3|15|0.2
22018|203932|Aaron Gordon|0021800064|OCT 25, 2018|ORL vs. POR|L|6|11|0.545
22018|203932|Aaron Gordon|0021800040|OCT 22, 2018|ORL @ BOS|W|5|11|0.455
22018|203932|Aaron Gordon|0021800029|OCT 20, 2018|ORL @ PHI|L|7|12|0.583
22018|203932|Aaron Gordon|0021800017|OCT 19, 2018|ORL vs. CHA|L|2|9|0.222
22018|203932|Aaron Gordon|0021800006|OCT 17, 2018|ORL vs. MIA|W|9|18|0.5
22018|201143|Al Horford|0021800855|FEB 13, 2019|BOS vs. DET|W|6|12|0.5
22018|201143|Al Horford|0021800849|FEB 12, 2019|BOS @ PHI|W|9|16|0.563
22018|201143|Al Horford|0021800829|FEB 09, 2019|BOS vs. LAC|L|3|11|0.273
22018|201143|Al Horford|0021800814|FEB 07, 2019|BOS vs. LAL|L|5|9|0.556
22018|201143|Al Horford|0021800797|FEB 05, 2019|BOS @ CLE|W|4|9|0.444
22018|201143|Al Horford|0021800788|FEB 03, 2019|BOS vs. OKC|W|8|13|0.615
22018|201143|Al Horford|0021800771|FEB 01, 2019|BOS @ NYK|W|7|12|0.583
22018|201143|Al Horford|0021800756|JAN 30, 2019|BOS vs. CHA|W|7|9|0.778
22018|201143|Al Horford|0021800746|JAN 28, 2019|BOS vs. BKN|W|6|11|0.545
22018|201143|Al Horford|0021800732|JAN 26, 2019|BOS vs. GSW|L|10|15|0.667
22018|201143|Al Horford|0021800698|JAN 21, 2019|BOS vs. MIA|W|8|11|0.727
22018|201143|Al Horford|0021800683|JAN 19, 2019|BOS @ ATL|W|4|11|0.364
22018|201143|Al Horford|0021800671|JAN 18, 2019|BOS vs. MEM|W|8|10|0.8
22018|201143|Al Horford|0021800658|JAN 16, 2019|BOS vs. TOR|W|9|12|0.75
22018|201143|Al Horford|0021800645|JAN 14, 2019|BOS @ BKN|L|3|5|0.6
22018|201143|Al Horford|0021800632|JAN 12, 2019|BOS @ ORL|L|5|10|0.5
22018|201143|Al Horford|0021800617|JAN 10, 2019|BOS @ MIA|L|1|8|0.125
22018|201143|Al Horford|0021800607|JAN 09, 2019|BOS vs. IND|W|3|6|0.5
22018|201143|Al Horford|0021800592|JAN 07, 2019|BOS vs. BKN|W|6|7|0.857
22018|201143|Al Horford|0021800566|JAN 04, 2019|BOS vs. DAL|W|4|10|0.4
22018|201143|Al Horford|0021800558|JAN 02, 2019|BOS vs. MIN|W|7|9|0.778
22018|201143|Al Horford|0021800545|DEC 31, 2018|BOS @ SAS|L|4|7|0.571
22018|201143|Al Horford|0021800531|DEC 29, 2018|BOS @ MEM|W|6|12|0.5
22018|201143|Al Horford|0021800512|DEC 27, 2018|BOS @ HOU|L|7|12|0.583
22018|201143|Al Horford|0021800499|DEC 25, 2018|BOS vs. PHI|W|2|10|0.2
22018|201143|Al Horford|0021800488|DEC 23, 2018|BOS vs. CHA|W|4|4|1.0
22018|201143|Al Horford|0021800365|DEC 06, 2018|BOS vs. NYK|W|8|12|0.667
22018|201143|Al Horford|0021800335|DEC 01, 2018|BOS @ MIN|W|7|11|0.636
22018|201143|Al Horford|0021800298|NOV 26, 2018|BOS @ NOP|W|8|15|0.533
22018|201143|Al Horford|0021800283|NOV 24, 2018|BOS @ DAL|L|3|11|0.273
22018|201143|Al Horford|0021800255|NOV 21, 2018|BOS vs. NYK|L|7|11|0.636
22018|201143|Al Horford|0021800239|NOV 19, 2018|BOS @ CHA|L|4|6|0.667
22018|201143|Al Horford|0021800229|NOV 17, 2018|BOS vs. UTA|L|4|7|0.571
22018|201143|Al Horford|0021800216|NOV 16, 2018|BOS vs. TOR|W|5|9|0.556
22018|201143|Al Horford|0021800204|NOV 14, 2018|BOS vs. CHI|W|4|6|0.667
22018|201143|Al Horford|0021800188|NOV 11, 2018|BOS @ POR|L|4|14|0.286
22018|201143|Al Horford|0021800172|NOV 09, 2018|BOS @ UTA|L|6|10|0.6
22018|201143|Al Horford|0021800164|NOV 08, 2018|BOS @ PHX|W|3|7|0.429
22018|201143|Al Horford|0021800145|NOV 05, 2018|BOS @ DEN|L|6|9|0.667
22018|201143|Al Horford|0021800127|NOV 03, 2018|BOS @ IND|L|6|13|0.462
22018|201143|Al Horford|0021800115|NOV 01, 2018|BOS vs. MIL|W|6|15|0.4
22018|201143|Al Horford|0021800099|OCT 30, 2018|BOS vs. DET|W|5|9|0.556
22018|201143|Al Horford|0021800074|OCT 27, 2018|BOS @ DET|W|2|8|0.25
22018|201143|Al Horford|0021800065|OCT 25, 2018|BOS @ OKC|W|7|16|0.438
22018|201143|Al Horford|0021800040|OCT 22, 2018|BOS vs. ORL|L|5|13|0.385
22018|201143|Al Horford|0021800028|OCT 20, 2018|BOS @ NYK|W|3|7|0.429
22018|201143|Al Horford|0021800019|OCT 19, 2018|BOS @ TOR|L|5|12|0.417
22018|201143|Al Horford|0021800001|OCT 16, 2018|BOS vs. PHI|W|4|7|0.571
22018|202329|Al-Farouq Aminu|0021800862|FEB 13, 2019|POR vs. GSW|W|3|7|0.429
22018|202329|Al-Farouq Aminu|0021800846|FEB 11, 2019|POR @ OKC|L|5|9|0.556
22018|202329|Al-Farouq Aminu|0021800834|FEB 10, 2019|POR @ DAL|L|1|3|0.333
22018|202329|Al-Farouq Aminu|0021800816|FEB 07, 2019|POR vs. SAS|W|3|5|0.6
22018|202329|Al-Farouq Aminu|0021800803|FEB 05, 2019|POR vs. MIA|L|2|4|0.5
22018|202329|Al-Farouq Aminu|0021800763|JAN 30, 2019|POR vs. UTA|W|0|3|0.0
22018|202329|Al-Farouq Aminu|0021800734|JAN 26, 2019|POR vs. ATL|W|4|5|0.8
22018|202329|Al-Farouq Aminu|0021800718|JAN 24, 2019|POR @ PHX|W|3|5|0.6
22018|202329|Al-Farouq Aminu|0021800703|JAN 22, 2019|POR @ OKC|L|1|7|0.143
22018|202329|Al-Farouq Aminu|0021800700|JAN 21, 2019|POR @ UTA|W|4|6|0.667
22018|202329|Al-Farouq Aminu|0021800677|JAN 18, 2019|POR vs. NOP|W|4|12|0.333
22018|202329|Al-Farouq Aminu|0021800662|JAN 16, 2019|POR vs. CLE|W|6|7|0.857
22018|202329|Al-Farouq Aminu|0021800649|JAN 14, 2019|POR @ SAC|L|3|8|0.375
22018|202329|Al-Farouq Aminu|0021800643|JAN 13, 2019|POR @ DEN|L|2|7|0.286
22018|202329|Al-Farouq Aminu|0021800628|JAN 11, 2019|POR vs. CHA|W|4|8|0.5
22018|202329|Al-Farouq Aminu|0021800615|JAN 09, 2019|POR vs. CHI|W|2|6|0.333
22018|202329|Al-Farouq Aminu|0021800597|JAN 07, 2019|POR vs. NYK|W|3|12|0.25
22018|202329|Al-Farouq Aminu|0021800582|JAN 05, 2019|POR vs. HOU|W|3|6|0.5
22018|202329|Al-Farouq Aminu|0021800575|JAN 04, 2019|POR vs. OKC|L|6|11|0.545
22018|202329|Al-Farouq Aminu|0021800552|JAN 01, 2019|POR @ SAC|W|4|9|0.444
22018|202329|Al-Farouq Aminu|0021800540|DEC 30, 2018|POR vs. PHI|W|5|6|0.833
22018|202329|Al-Farouq Aminu|0021800534|DEC 29, 2018|POR vs. GSW|L|3|8|0.375
22018|202329|Al-Farouq Aminu|0021800516|DEC 27, 2018|POR @ GSW|W|3|13|0.231
22018|202329|Al-Farouq Aminu|0021800501|DEC 25, 2018|POR @ UTA|L|3|6|0.5
22018|202329|Al-Farouq Aminu|0021800495|DEC 23, 2018|POR vs. DAL|W|3|8|0.375
22018|202329|Al-Farouq Aminu|0021800476|DEC 21, 2018|POR vs. UTA|L|1|10|0.1
22018|202329|Al-Farouq Aminu|0021800465|DEC 19, 2018|POR vs. MEM|W|0|2|0.0
22018|202329|Al-Farouq Aminu|0021800450|DEC 17, 2018|POR @ LAC|W|3|5|0.6
22018|202329|Al-Farouq Aminu|0021800427|DEC 14, 2018|POR vs. TOR|W|5|11|0.455
22018|202329|Al-Farouq Aminu|0021800410|DEC 12, 2018|POR @ MEM|L|3|7|0.429
22018|202329|Al-Farouq Aminu|0021800402|DEC 11, 2018|POR @ HOU|L|4|8|0.5
22018|202329|Al-Farouq Aminu|0021800385|DEC 08, 2018|POR vs. MIN|W|5|9|0.556
22018|202329|Al-Farouq Aminu|0021800366|DEC 06, 2018|POR vs. PHX|W|3|5|0.6
22018|202329|Al-Farouq Aminu|0021800352|DEC 04, 2018|POR @ DAL|L|5|6|0.833
22018|202329|Al-Farouq Aminu|0021800342|DEC 02, 2018|POR @ SAS|L|7|9|0.778
22018|202329|Al-Farouq Aminu|0021800329|NOV 30, 2018|POR vs. DEN|L|7|9|0.778
22018|202329|Al-Farouq Aminu|0021800314|NOV 28, 2018|POR vs. ORL|W|1|4|0.25
22018|202329|Al-Farouq Aminu|0021800293|NOV 25, 2018|POR vs. LAC|L|0|5|0.0
22018|202329|Al-Farouq Aminu|0021800277|NOV 23, 2018|POR @ GSW|L|4|7|0.571
22018|202329|Al-Farouq Aminu|0021800259|NOV 21, 2018|POR @ MIL|L|1|13|0.077
22018|202329|Al-Farouq Aminu|0021800251|NOV 20, 2018|POR @ NYK|W|2|5|0.4
22018|202329|Al-Farouq Aminu|0021800237|NOV 18, 2018|POR @ WAS|W|3|7|0.429
22018|202329|Al-Farouq Aminu|0021800221|NOV 16, 2018|POR @ MIN|L|1|7|0.143
22018|202329|Al-Farouq Aminu|0021800212|NOV 14, 2018|POR @ LAL|L|7|11|0.636
22018|202329|Al-Farouq Aminu|0021800188|NOV 11, 2018|POR vs. BOS|W|3|8|0.375
22018|202329|Al-Farouq Aminu|0021800165|NOV 08, 2018|POR vs. LAC|W|3|4|0.75
22018|202329|Al-Farouq Aminu|0021800152|NOV 06, 2018|POR vs. MIL|W|3|5|0.6
22018|202329|Al-Farouq Aminu|0021800138|NOV 04, 2018|POR vs. MIN|W|2|4|0.5
22018|202329|Al-Farouq Aminu|0021800132|NOV 03, 2018|POR vs. LAL|L|2|8|0.25
22018|202329|Al-Farouq Aminu|0021800116|NOV 01, 2018|POR vs. NOP|W|6|11|0.545
22018|202329|Al-Farouq Aminu|0021800101|OCT 30, 2018|POR @ HOU|W|2|5|0.4
22018|202329|Al-Farouq Aminu|0021800087|OCT 29, 2018|POR @ IND|W|3|8|0.375
22018|202329|Al-Farouq Aminu|0021800079|OCT 27, 2018|POR @ MIA|L|0|2|0.0
22018|202329|Al-Farouq Aminu|0021800064|OCT 25, 2018|POR @ ORL|W|2|10|0.2
22018|202329|Al-Farouq Aminu|0021800046|OCT 22, 2018|POR vs. WAS|L|6|8|0.75
22018|202329|Al-Farouq Aminu|0021800034|OCT 20, 2018|POR vs. SAS|W|3|5|0.6
22018|202329|Al-Farouq Aminu|0021800016|OCT 18, 2018|POR vs. LAL|W|1|10|0.1
22018|202692|Alec Burks|0021800860|FEB 13, 2019|SAC @ DEN|L|0|0|0.0
22018|202692|Alec Burks|0021800836|FEB 10, 2019|SAC vs. PHX|W|0|1|0.0
22018|202692|Alec Burks|0021800824|FEB 08, 2019|SAC vs. MIA|W|4|5|0.8
22018|202692|Alec Burks|0021800797|FEB 05, 2019|CLE vs. BOS|L|9|19|0.474
22018|202692|Alec Burks|0021800780|FEB 02, 2019|CLE vs. DAL|L|3|8|0.375
22018|202692|Alec Burks|0021800749|JAN 29, 2019|CLE vs. WAS|W|3|7|0.429
22018|202692|Alec Burks|0021800735|JAN 27, 2019|CLE @ CHI|W|6|13|0.462
22018|202692|Alec Burks|0021800722|JAN 25, 2019|CLE vs. MIA|L|5|9|0.556
22018|202692|Alec Burks|0021800707|JAN 23, 2019|CLE @ BOS|L|3|8|0.375
22018|202692|Alec Burks|0021800692|JAN 21, 2019|CLE vs. CHI|L|1|7|0.143
22018|202692|Alec Burks|0021800687|JAN 19, 2019|CLE @ DEN|L|1|4|0.25
22018|202692|Alec Burks|0021800675|JAN 18, 2019|CLE @ UTA|L|3|11|0.273
22018|202692|Alec Burks|0021800662|JAN 16, 2019|CLE @ POR|L|3|7|0.429
22018|202692|Alec Burks|0021800644|JAN 13, 2019|CLE @ LAL|W|4|10|0.4
22018|202692|Alec Burks|0021800625|JAN 11, 2019|CLE @ HOU|L|5|10|0.5
22018|202692|Alec Burks|0021800612|JAN 09, 2019|CLE @ NOP|L|4|7|0.571
22018|202692|Alec Burks|0021800599|JAN 08, 2019|CLE vs. IND|L|7|9|0.778
22018|202692|Alec Burks|0021800579|JAN 05, 2019|CLE vs. NOP|L|2|9|0.222
22018|202692|Alec Burks|0021800567|JAN 04, 2019|CLE vs. UTA|L|6|13|0.462
22018|202692|Alec Burks|0021800555|JAN 02, 2019|CLE vs. MIA|L|4|7|0.571
22018|202692|Alec Burks|0021800529|DEC 29, 2018|CLE @ ATL|L|7|14|0.5
22018|202692|Alec Burks|0021800521|DEC 28, 2018|CLE @ MIA|L|6|10|0.6
22018|202692|Alec Burks|0021800508|DEC 26, 2018|CLE @ MEM|L|2|9|0.222
22018|202692|Alec Burks|0021800490|DEC 23, 2018|CLE vs. CHI|L|5|10|0.5
22018|202692|Alec Burks|0021800470|DEC 21, 2018|CLE @ TOR|L|3|8|0.375
22018|202692|Alec Burks|0021800455|DEC 19, 2018|CLE @ CHA|L|3|8|0.375
22018|202692|Alec Burks|0021800451|DEC 18, 2018|CLE @ IND|W|5|16|0.313
22018|202692|Alec Burks|0021800437|DEC 16, 2018|CLE vs. PHI|L|2|10|0.2
22018|202692|Alec Burks|0021800423|DEC 14, 2018|CLE vs. MIL|L|4|11|0.364
22018|202692|Alec Burks|0021800406|DEC 12, 2018|CLE vs. NYK|W|0|6|0.0
22018|202692|Alec Burks|0021800395|DEC 10, 2018|CLE @ MIL|L|1|8|0.125
22018|202692|Alec Burks|0021800381|DEC 08, 2018|CLE vs. WAS|W|5|11|0.455
22018|202692|Alec Burks|0021800372|DEC 07, 2018|CLE vs. SAC|L|8|14|0.571
22018|202692|Alec Burks|0021800355|DEC 05, 2018|CLE vs. GSW|L|2|10|0.2
22018|202692|Alec Burks|0021800345|DEC 03, 2018|CLE @ BKN|W|5|13|0.385
22018|202692|Alec Burks|0021800332|DEC 01, 2018|CLE vs. TOR|L|5|13|0.385
22018|202692|Alec Burks|0021800319|NOV 30, 2018|CLE @ BOS|L|4|11|0.364
22018|202692|Alec Burks|0021800299|NOV 26, 2018|UTA vs. IND|L|2|7|0.286
22018|202692|Alec Burks|0021800292|NOV 25, 2018|UTA @ SAC|W|6|12|0.5
22018|202692|Alec Burks|0021800278|NOV 23, 2018|UTA @ LAL|L|5|15|0.333
22018|202692|Alec Burks|0021800263|NOV 21, 2018|UTA vs. SAC|L|3|6|0.5
22018|202692|Alec Burks|0021800241|NOV 19, 2018|UTA @ IND|L|2|5|0.4
22018|202692|Alec Burks|0021800229|NOV 17, 2018|UTA @ BOS|W|1|3|0.333
22018|202692|Alec Burks|0021800218|NOV 16, 2018|UTA @ PHI|L|1|2|0.5
22018|202692|Alec Burks|0021800210|NOV 14, 2018|UTA @ DAL|L|2|7|0.286
22018|202692|Alec Burks|0021800194|NOV 12, 2018|UTA @ MEM|W|3|12|0.25
22018|202692|Alec Burks|0021800172|NOV 09, 2018|UTA vs. BOS|W|1|3|0.333
22018|202692|Alec Burks|0021800160|NOV 07, 2018|UTA vs. DAL|W|6|10|0.6
22018|202692|Alec Burks|0021800146|NOV 05, 2018|UTA vs. TOR|L|7|11|0.636
22018|202692|Alec Burks|0021800075|OCT 27, 2018|UTA @ NOP|W|2|4|0.5
22018|202692|Alec Burks|0021800057|OCT 24, 2018|UTA @ HOU|W|1|2|0.5
22018|202692|Alec Burks|0021800045|OCT 22, 2018|UTA vs. MEM|L|0|1|0.0
22018|202692|Alec Burks|0021800024|OCT 19, 2018|UTA vs. GSW|L|1|7|0.143
22018|202692|Alec Burks|0021800011|OCT 17, 2018|UTA @ SAC|W|4|7|0.571
22018|203458|Alex Len|0021800865|FEB 14, 2019|ATL vs. NYK|L|1|7|0.143
22018|203458|Alex Len|0021800848|FEB 12, 2019|ATL vs. LAL|W|4|5|0.8
22018|203458|Alex Len|0021800837|FEB 10, 2019|ATL vs. ORL|L|4|7|0.571
22018|203458|Alex Len|0021800827|FEB 09, 2019|ATL vs. CHA|L|2|4|0.5
22018|203458|Alex Len|0021800813|FEB 07, 2019|ATL vs. TOR|L|1|1|1.0
22018|203458|Alex Len|0021800791|FEB 04, 2019|ATL @ WAS|W|0|2|0.0
22018|203458|Alex Len|0021800784|FEB 02, 2019|ATL @ PHX|W|3|7|0.429
22018|203458|Alex Len|0021800773|FEB 01, 2019|ATL @ UTA|L|0|4|0.0
22018|203458|Alex Len|0021800762|JAN 30, 2019|ATL @ SAC|L|6|10|0.6
22018|203458|Alex Len|0021800748|JAN 28, 2019|ATL @ LAC|W|7|12|0.583
22018|203458|Alex Len|0021800734|JAN 26, 2019|ATL @ POR|L|3|7|0.429
22018|203458|Alex Len|0021800712|JAN 23, 2019|ATL @ CHI|W|4|10|0.4
22018|203458|Alex Len|0021800695|JAN 21, 2019|ATL vs. ORL|L|1|7|0.143
22018|203458|Alex Len|0021800683|JAN 19, 2019|ATL vs. BOS|L|7|10|0.7
22018|203458|Alex Len|0021800653|JAN 15, 2019|ATL vs. OKC|W|9|14|0.643
22018|203458|Alex Len|0021800640|JAN 13, 2019|ATL vs. MIL|L|5|8|0.625
22018|203458|Alex Len|0021800621|JAN 11, 2019|ATL @ PHI|W|4|6|0.667
22018|203458|Alex Len|0021800609|JAN 09, 2019|ATL @ BKN|L|2|7|0.286
22018|203458|Alex Len|0021800602|JAN 08, 2019|ATL @ TOR|L|0|4|0.0
22018|203458|Alex Len|0021800587|JAN 06, 2019|ATL vs. MIA|W|2|8|0.25
22018|203458|Alex Len|0021800572|JAN 04, 2019|ATL @ MIL|L|4|8|0.5
22018|203458|Alex Len|0021800556|JAN 02, 2019|ATL @ WAS|L|11|19|0.579
22018|203458|Alex Len|0021800542|DEC 31, 2018|ATL @ IND|L|8|16|0.5
22018|203458|Alex Len|0021800529|DEC 29, 2018|ATL vs. CLE|W|5|12|0.417
22018|203458|Alex Len|0021800486|DEC 23, 2018|ATL @ DET|W|7|18|0.389
22018|203458|Alex Len|0021800472|DEC 21, 2018|ATL @ NYK|W|5|13|0.385
22018|203458|Alex Len|0021800452|DEC 18, 2018|ATL vs. WAS|W|3|4|0.75
22018|203458|Alex Len|0021800436|DEC 16, 2018|ATL @ BKN|L|1|2|0.5
22018|203458|Alex Len|0021800420|DEC 14, 2018|ATL @ BOS|L|4|7|0.571
22018|203458|Alex Len|0021800412|DEC 12, 2018|ATL @ DAL|L|2|3|0.667
22018|203458|Alex Len|0021800380|DEC 08, 2018|ATL vs. DEN|W|3|9|0.333
22018|203458|Alex Len|0021800357|DEC 05, 2018|ATL vs. WAS|L|0|3|0.0
22018|203458|Alex Len|0021800344|DEC 03, 2018|ATL vs. GSW|L|0|0|0.0
22018|203458|Alex Len|0021800325|NOV 30, 2018|ATL @ OKC|L|7|14|0.5
22018|203458|Alex Len|0021800302|NOV 27, 2018|ATL @ MIA|W|3|5|0.6
22018|203458|Alex Len|0021800288|NOV 25, 2018|ATL vs. CHA|W|3|7|0.429
22018|203458|Alex Len|0021800268|NOV 23, 2018|ATL vs. BOS|L|5|7|0.714
22018|203458|Alex Len|0021800243|NOV 19, 2018|ATL vs. LAC|L|5|9|0.556
22018|203458|Alex Len|0021800226|NOV 17, 2018|ATL @ IND|L|1|7|0.143
22018|203458|Alex Len|0021800214|NOV 15, 2018|ATL @ DEN|L|2|6|0.333
22018|203458|Alex Len|0021800201|NOV 13, 2018|ATL @ GSW|L|6|8|0.75
22018|203458|Alex Len|0021800189|NOV 11, 2018|ATL @ LAL|L|8|16|0.5
22018|203458|Alex Len|0021800169|NOV 09, 2018|ATL vs. DET|L|1|5|0.2
22018|203458|Alex Len|0021800155|NOV 07, 2018|ATL vs. NYK|L|3|8|0.375
22018|203458|Alex Len|0021800149|NOV 06, 2018|ATL @ CHA|L|6|11|0.545
22018|203458|Alex Len|0021800128|NOV 03, 2018|ATL vs. MIA|W|3|5|0.6
22018|203458|Alex Len|0021800114|NOV 01, 2018|ATL vs. SAC|L|2|5|0.4
22018|203458|Alex Len|0021800097|OCT 30, 2018|ATL @ CLE|L|9|9|1.0
22018|203458|Alex Len|0021800088|OCT 29, 2018|ATL @ PHI|L|3|5|0.6
22018|203458|Alex Len|0021800076|OCT 27, 2018|ATL vs. CHI|L|2|6|0.333
22018|203458|Alex Len|0021800052|OCT 24, 2018|ATL vs. DAL|W|3|10|0.3
22018|203458|Alex Len|0021800036|OCT 21, 2018|ATL @ CLE|W|7|12|0.583
22018|203458|Alex Len|0021800020|OCT 19, 2018|ATL @ MEM|L|4|8|0.5
22018|203458|Alex Len|0021800007|OCT 17, 2018|ATL @ NYK|L|3|6|0.5
22018|203459|Allen Crabbe|0021800853|FEB 13, 2019|BKN @ CLE|W|3|7|0.429
22018|203459|Allen Crabbe|0021800842|FEB 11, 2019|BKN @ TOR|L|8|13|0.615
22018|203459|Allen Crabbe|0021800820|FEB 08, 2019|BKN vs. CHI|L|7|12|0.583
22018|203459|Allen Crabbe|0021800804|FEB 06, 2019|BKN vs. DEN|W|2|5|0.4
22018|203459|Allen Crabbe|0021800408|DEC 12, 2018|BKN @ PHI|W|5|10|0.5
22018|203459|Allen Crabbe|0021800382|DEC 08, 2018|BKN @ NYK|W|6|9|0.667
22018|203459|Allen Crabbe|0021800371|DEC 07, 2018|BKN vs. TOR|W|3|9|0.333
22018|203459|Allen Crabbe|0021800358|DEC 05, 2018|BKN vs. OKC|L|7|15|0.467
22018|203459|Allen Crabbe|0021800345|DEC 03, 2018|BKN vs. CLE|L|1|7|0.143
22018|203459|Allen Crabbe|0021800333|DEC 01, 2018|BKN @ WAS|L|5|10|0.5
22018|203459|Allen Crabbe|0021800323|NOV 30, 2018|BKN vs. MEM|L|3|8|0.375
22018|203459|Allen Crabbe|0021800308|NOV 28, 2018|BKN vs. UTA|L|3|10|0.3
22018|203459|Allen Crabbe|0021800289|NOV 25, 2018|BKN vs. PHI|L|0|4|0.0
22018|203459|Allen Crabbe|0021800265|NOV 23, 2018|BKN vs. MIN|L|4|10|0.4
22018|203459|Allen Crabbe|0021800261|NOV 21, 2018|BKN @ DAL|L|10|16|0.625
22018|203459|Allen Crabbe|0021800250|NOV 20, 2018|BKN @ MIA|W|2|8|0.25
22018|203459|Allen Crabbe|0021800224|NOV 17, 2018|BKN vs. LAC|L|5|11|0.455
22018|203459|Allen Crabbe|0021800219|NOV 16, 2018|BKN @ WAS|W|2|8|0.25
22018|203459|Allen Crabbe|0021800205|NOV 14, 2018|BKN vs. MIA|L|2|6|0.333
22018|203459|Allen Crabbe|0021800195|NOV 12, 2018|BKN @ MIN|L|2|9|0.222
